DATE,WO_NO,PART_NO,TYPE,SIZE,PITCH,LENGTH,GR,AF,PLAN_QTY,ACTUAL_QTY,RM_DETAILS,CH_WT,RM_KG,REMARKS,FOUR_M,FORGING,ROLLING,SECONDARY,HT,POLISHING,PLATING,FINAL_INSPECTION,FG
"2026-04-04","26-27/04","DF181098","PHS","M5","1.5","35","10.9","17","122000","22000","10000","0","200","","","1000","0","0","0","0","0","0","0"
