,,TOOL STORE STOCK INVENTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1379,,5293,,,,,,,,,,11/01/2024,,,,12/01/2024,,,,01/01/2025,,,,02/01/2025,,,,03/01/2025,,,,04/01/2025,,,,05/01/2025,,,,06/01/2025,,,,07/01/2025,,,,08/01/2025,,,,09/01/2025,,,,10/01/2025,,,,11/01/2025,,,,12/01/2025,,,,01/01/2026,,,,02/01/2026,,,,,03/01/2026,,,
,S.No.,"M/C 
Name","Part
Size","Pitch
(mm)",Wire Dia,Part Name,,,,,,,,,,,,,,,,,,STN,Tool Family Code,Tool Description,Tool Code,Marking,A/F,"Length
(mm) ",I/D (mm),,O/D (mm),,"Carbide Dia
(mm)","Pointing Length 
(mm)",,"Depth
(mm)","Tool
Mtrl.",Assumed Life,Actual Life,Rng Stock,"Location 
(RaN-RoN-BN)",Spare Stock,"Location 
(RaN-RoN-BN)",Min. Qty.,Max. Qty.,Total Prod. Plan Qty.,Forgb. Qty.,Reqd. Qty.,Last Physical Stock Checked On,Remarks,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock,,Opening Stock,Incoming Stock,Consumed Stock,Closing Stock
,,,,,,HHB,HHS,SHCB,SHCS,HFB,HFS,FLG,SHFS,SHFB,TRXS,AXB,BHCS,DDB,SQB,THS,NIB,PINS,SSS,,,,,,,,FRONT,BACK,FRONT,BACK,,FRONT,BACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,64S,M6,1,,,,,,,a,,,,,,,,,,,,,3,001,Segmental Punch Case,,,,85,9.8,25,32,40,,,,32,,,,1,TSR-01-C,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,"5/16""",UNC,,,,,,,a,,,,,,,,,,,,,3,001,Segmental Punch Case,T.02.1.023.001/00,,,115,11.8,25,60,45,,,,40,"GT55, H11",,,1,TSR-02-A,3,TSL-C-08,1,2,,,,07/23/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,84S,M8,1.25,,,,,,a,a,,,,,,,,,,,,,3,001,Segmental Punch Case,,,,115,12.8,25,60,45,,,,40,,,,0,TSR-02-C,0,TSL-C-08,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,,,,,,,,,,,,,,,,,,,,3,001,Segmental Punch Case,,,,96,36,15,45,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,a,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,T.01.0.001.004/00,,,85,26.86,15,40,,,,,10.6,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,a,a,,,,,,,,,,,,a,,,,,4,001,Trim Die Punch Case,T.02.0.001.003/00,,,112,27,19,45,,,,,,,,,1,,2,TSL-A-03,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,6L4S,M10,1.5,,a,,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,T.03.0.001.005/00,,,98,32,20,55,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,M10,1.5,,,a,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,T.03.0.001.004/00,,,96,26,18,55,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,"3/8""",,,a,,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,,,,93,27,18,55,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,6L4S,"3/8""",,,a,,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,,,,93,38,26,55,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,164S,M10,1.25,13.65,,,,,,,a,,,,,,,,,,,,4,001,Trim Die Punch Case,T.04.1.001.004/00,,,,,,,,,,,,,,1000000,1,,1,TSR-07-B,1,2,200000,1000000,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,2,0,0,2,2,0,0,2,2,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,164S,M16,1.5,17.65,,,,,,,a,,,,,,,,,,,,4,001,Trim Die Punch Case,T.04.1.001.002/00,,,,,,,,,,,,,,,1,,3,TSR-08-B,1,2,100000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,2,1,2,2,0,1,1,1,2,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,84S,M8,1.25,,,,,,,,,,,,,,a,,,,,,4,001,Trim Die Punch Case,T.02.0.001.008/00,,,112,28,21,45,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,254LL,"M18,M20,M22",2.5,,a,a,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,T.05.0.001.004/00,,,270,65,55,140,120,,,,,,,,1,TSR-09-D,0,TSR-09-D,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,254LL,"M24, M27",3,,a,a,,,,,,,,,,,,,,,,,4,001,Trim Die Punch Case,,,,270,90,55,140,120,,,,,,,,1,TSR-08-D,0,TSR-08-D,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,a,,,,,,,,,,,,,,,,,3,001,Punch Case,T.01.0.001.003/00,,,65,20,25.05,40,,,,,20,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,,a,,,,,,,,,,,,,,,4,001,Punch Case,T.01.0.001.007/00,,,90,25,20,40,,,,,30,,,,2,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,,,a,a,,,,,,,,,,,,,,,1,001,Punch Case,T.01.0.001.001/00,,,90,19.83,20,40,,,,,20,,,,6,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,,a,,,,,,,,,,,,,,,3,001,Hex Pin Punch case,T.02.0.001.005/00,,,115,30,28,45,,,,,32,,,,1,,2,,1,2,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,84S,M8,1.25,,a,,,,,,,,,,,,,,,,,,,001,Punch case,,,,110,25,14,45,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,,a,,,,,,,,,,,,,,,4,001,Punch Case,T.02.0.001.006/00,,,115,26,28,45,,,,,35,,,,1,,3,,1,2,,,,,,,,,,,,,,,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,3,0,0,3,,3,0,0,3
,,84S,M8,1.25,,,a,,,,,,,,,,,,,,,,,4,001,Punch Case,,,,118,33,40,60,,,,,,,,,1,,0,,1,2,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M5,0.8,,a,a,a,a,,,,,,,,,,,,,,,1,005,Cone Tool,,,,20,,,20,,,,,,,400000,,1,,13,TSL-A-02,5,10,,,,10/13/2025,,,,,,,13,0,0,13,13,0,0,13,13,0,0,13,13,0,2,11,11,0,1,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,5,2,13,13,0,0,13,13,0,0,13,,13,0,0,13
,,64S,M6,1,,a,a,a,a,a,a,,,,,,,,,,,,,1,005,Cone Tool,,,,20,5,,20,,,,,,,400000,,1,,24,TSL-A-02,5,10,,,,10/13/2025,,,,,,,31,0,0,31,31,0,0,31,31,0,1,30,30,0,2,28,28,0,1,27,27,0,0,27,27,0,0,27,27,0,0,27,27,0,1,26,26,0,1,25,25,0,1,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,,24,0,0,24
,,64S,M6,1,,a,,,,,,,,,,,,,,,,,,1,005,Cone Tool,,,,20,,,20,,,,,,,400000,,1,,5,TSL-A-02,5,10,,,,10/13/2025,,,,,,,,,,,,,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,0,5
,,84S,M8,1.25,,a,a,a,a,a,a,,,,,,a,a,a,,,,,1,005,Cone Tool,,,,25,7,,25,,,,,,,400000,,0,,4,TSL-A-02,5,10,,,,10/13/2025,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,2,1,1,0,0,1,1,10,1,10,10,0,2,8,8,0,3,5,5,0,1,4,4,0,0,4,4,0,0,4,,4,0,0,4
,,84S,M8,1.25,,,,a,a,,,,,,,,,,,,,,,3,005,Carbide Insert,T.02.0.005.003/00,,,20,10,,30,,,,,,,,,1,,6,TSL-C-07,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,0,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,6L4S,M10,1.5,,a,a,a,a,,,,,,,,,,,,,,,1,005,Cone Tool,,,,30,8,,30,,,,,,,300000,,1,,24,TSL-A-02,5,10,,,,10/13/2025,,,,,,,32,0,0,32,32,0,0,32,32,0,0,32,32,0,0,32,32,0,0,32,32,0,0,32,32,0,0,32,32,0,0,32,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,24,0,0,24,,24,0,0,24
,,6L4S,M10,1.5,,,,,a,,,,,,,,,,,,,,,1,005,Cone Tool,,,,30,,,30,,,,,,,,,1,,5,TSL-A-02,5,10,,,,10/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,,5,0,0,5
,,6L4S,M10,1.5,8.8,,a,,,,,,,,,,,,,,,,,1,005,Cone Tool,,,,30,,,30,,,,,,,300000,,1,,8,TSL-A-02,5,10,,,,10/13/2025,,,,,,,,,,,,,,,,,,,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,,8,0,0,8
,,164S,M12,"1.5, 1.75",,a,a,a,a,,,,,,,,,,,,,,,1,005,Cone Tool,,,,40,11,,40,,,,,,,200000,,1,,16,TSL-A-02,5,10,,,,10/13/2025,,,,,,,19,0,0,19,19,0,2,17,17,0,1,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,,16,0,0,16
,,164S,M12,1.75,12.4,,,,a,,,,,,,,,,,,,,,1,005,Cone Tool,,,,40,,,40,,,,,,,200000,,1,,2,TSR-04-A,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,164S,M14,"1.5, 2",,a,a,a,a,,,,,,,,,,,,,,,1,005,Cone Tool,,,,40,13,,40,,,,,,,200000,,1,,12,TSL-A-02,5,10,,,,10/13/2025,,,,,,,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,,16,0,4,12
,,164S,M16,"1.5, 2",,a,a,a,a,,,a,,,,,,,,,,,,1,005,Cone Tool,,,,40,15,,40,,,,,,,200000,,1,,10,TSL-A-02,5,10,100000,0,,10/13/2025,,,,,,,16,0,1,15,15,0,0,15,15,0,0,15,15,0,1,14,14,0,1,13,13,0,0,13,13,0,1,12,12,0,0,12,12,0,0,12,12,0,0,12,12,0,2,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,,10,0,0,10
,,254LL,M18,2.5,,a,a,,,,,,,,,,,,,,,,,1,005,Cone Tool,T.05.0.005.004/00,,,60,,,60,,,,,,,100000,,1,,1,TSR-09-D,1,3,,,,10/13/2025,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,254LL,M20,2.5,,a,a,,,,,,,,,,,,,,,,,1,005,Cone Tool,T.05.0.005.001/00,,,60,,,60,,,,,,,100000,,1,,2,TSR-09-C,1,3,,,,10/13/2025,,,,,,,2,0,0,2,2,1,0,3,3,0,0,3,3,0,0,3,3,0,1,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,,2,0,0,2
,,254LL,M22,2.5,,a,a,,,,,,,,,,,,,,,,,1,005,Cone Tool,T.05.0.005.005/00,,,60,,,60,,,,,,,100000,,1,,1,TSR-08-C,1,3,,,,10/13/2025,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,254LL,M24,3,,a,a,,,,,,,,,,,,,,,,,1,005,Cone Tool,T.05.0.005.002/00,,,60,,,60,,,,,,,100000,,1,,4,TSR-08-D,1,3,,,,10/13/2025,,,,,,,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,4,0,0,4,,4,0,0,4
,,254LL,M27,3,,a,a,,,,,,,,,,,,,,,,,1,005,Cone Tool,T.05.0.005.003/00,,,60,,,60,,,,,,,100000,,1,,1,TSR-07-D,1,3,,,,10/13/2025,,,,,,,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,,1,0,0,1
,,CH5L,M5,0.8,4.3,,,,,,,,,,,,,,,a,,,,1,006,Sliding Punch Pin,,,,,,,,,,,,,,,,1,,0,TSL-C-01,10,20,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,TK250,M6,1,5.2,,,,,,,,,,,,,,,a,,,,1,006,Sliding Punch Pin,T.07.0.006.003/00,,,,,,5.75,,,,,,,,,1,,16,TSL-A-01,10,20,,,,,,,,,,,,,,,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,2,0,2,0,0,20,0,20,20,0,0,20,20,0,0,20,20,0,4,16,16,0,0,16,16,0,0,16,,16,0,0,16
,,64S,M5,0.8,,,,,,,,,,,a,,,,,,,,,1,006,Sliding Punch Pin,,,,,,,,,,,,,,,,1,,8,,10,20,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,6,6,20,18,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,,8,0,0,8
,,64S,M5,0.8,5.75,,,,,,,,,,a,,,,,,,,,1,006,Trap Punch Pin,,,,,,,5.75,,,,,,,,,1,,16,TSL-C-04,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,6,24,24,0,6,18,18,0,0,18,18,0,2,16,16,0,0,16,16,0,0,16,16,0,0,16,,16,0,0,16
,,64S,M5,0.8,,a,a,a,a,,,,,,,,,,,,,,,1,006,Punch Pin,T.01.0.006.031/00,,,45,,,3.95,,,,,,M2,,,1,,8,TSL-A-01,10,20,,,,05/06/2025,,,,,,,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,0,9,9,0,1,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,8,0,0,8,,8,0,0,8
,,CH5L,M5,0.8,,a,a,a,a,,,,,,,,,,,a,,,,1,006,Punch Pin,T.01.0.006.017/00,,,50,,,4.3,,,,,,,,,1,,12,TSL-C-01,10,20,,,,05/06/2025,,,,,,,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,0,16,16,0,4,12,12,0,0,12,12,0,0,12,12,0,0,12,12,0,0,12,12,0,0,12,12,0,0,12,12,0,0,12,,12,0,0,12
,,64S,M6,1,,a,a,a,a,,,,,,,,,,,,,,,1,006,Punch Pin,T.01.0.006.007/00,,,60,,,5.2,,,,,,,,,1,,0,TSL-A-01,10,20,,,,10/13/2025,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,8,0,0,8,8,0,2,6,6,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
,,64S,M6,1,,a,a,a,a,,,,,,a,,,,,,,,,1,006,Punch Pin,T.01.0.006.001/00,,,60,,,5.75,,,,,,,,,1,,6,TSL-A-01,10,20,,,,10/13/2025,,,,,,,9,0,0,9,9,0,3,6,6,0,6,0,0,0,0,0,0,0,0,0,0,30,5,25,25,0,10,15,15,0,0,15,15,0,2,13,13,0,3,10,10,0,3,7,7,0,1,6,6,0,0,6,6,0,0,6,6,0,0,6,,6,0,0,6
,,64S,M5,0.8,5.75,,,,,,,,,,a,,,,,,,,,2,006,Trap Punch Pin,T.01.1.006.002/00,,,55,,,5.8,,,,,,,,,1,,20,TSL-A-01,10,20,,,,10/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,20,20,0,0,20,,20,0,0,20
,,84S,M8,1.25,,,,,a,,,,,,,,,,,,,,,1,006,Punch Pin,T.02.0.006.013/00,,,50,,,6.8,,,,,,,,,1,,15,TSL-A-01,10,20,,,,10/13/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,0,20,20,0,2,18,18,0,8,10,10,0,10,0,0,0,0,0,0,0,0,0,0,20,5,15,15,0,0,15,15,0,0,15,,15,0,0,15
,,84S,M8,1.25,,,a,,a,,,,,,,,,,,,,,,1,006,Punch Pin,T.02.0.006.006/00,,,55,,,7.03,,,,,,,,,1,,15,TSL-A-01,10,20,,,,10/13/2025,,,,,,,8,0,5,3,3,0,0,3,3,0,1,2,2,0,0,2,2,0,0,2,2,0,0,2,2,20,0,22,22,0,3,19,19,0,2,17,17,0,2,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,15,0,0,15,,15,0,0,15
,,84S,M8,1.25,,a,a,a,,,,,,,,,,,a,,,,,1,006,Punch Pin,T.02.0.006.001/00,,,50,,,7.75,,,,,,,,,1,,0,TSL-A-01,10,20,,,,10/13/2025,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,20,20,0,7,13,13,0,10,3,3,0,0,3,3,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0
,,84S,M8,1.25,,,,a,,,,,,,,,,,,,,,,1,006,Punch Pin,T.02.0.006.002/00,,,50,,,8.3,,,,,,,,,1,,10,TSL-A-01,10,20,,,,10/13/2025,,,,,,,15,0,0,15,15,0,0,15,15,0,0,15,5,0,2,3,3,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,10,0,0,10,,10,0,0,10
